"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder)";"Landbouw/Graasdieren/Rundvee (aantal)";"Landbouw/Graasdieren/Schapen (aantal)";"Lokalisering/Gemeenten (aantal)";"Lokalisering/Wijken (aantal)";"Lokalisering/Buurten (aantal)"
"2012";"Appingedam";12053;5822;6231;10157;29,7;52,1;9;9,1;3238;1111;;1;6
"2013";"Appingedam";12053;5835;6218;10187;30,1;51,7;9,1;9,1;3390;1147;;1;6
"2014";"Appingedam";12064;5846;6218;10216;30,8;50,9;9,4;8,9;3578;964;;1;6
"2015";"Appingedam";12011;5807;6204;10154;30,9;50,3;10;8,9;3695;847;;1;6
"2016";"Appingedam";12001;5802;6199;10176;31,6;49,7;9,9;8,7;3570;592;;1;6
"2017";"Appingedam";11971;5802;6169;10165;32,2;49,2;10,1;8,6;3470;537;;1;6
"2008";"Arcen en Velden";8743;4349;4394;7258;27,8;60;5,4;6,8;2273;838;;2;13
"2009";"Arcen en Velden";8711;4327;4384;7245;28,2;59,3;5,6;7;2306;637;;2;13
"2010";"Arcen en Velden";;;;;;;;;;;;;
"2011";"Arcen en Velden";;;;;;;;;;;;;
"2012";"Arcen en Velden";;;;;;;;;;;;;
"2013";"Arcen en Velden";;;;;;;;;;;;;
"2014";"Arcen en Velden";;;;;;;;;;;;;
"2015";"Arcen en Velden";;;;;;;;;;;;;
"2016";"Arcen en Velden";;;;;;;;;;;;;
"2017";"Arcen en Velden";;;;;;;;;;;;;
"2008";"Arnemuiden";;;;;;;;;;;;;
"2009";"Arnemuiden";;;;;;;;;;;;;
"2010";"Arnemuiden";;;;;;;;;;;;;
"2011";"Arnemuiden";;;;;;;;;;;;;
"2012";"Arnemuiden";;;;;;;;;;;;;
"2013";"Arnemuiden";;;;;;;;;;;;;
"2014";"Arnemuiden";;;;;;;;;;;;;
"2015";"Arnemuiden";;;;;;;;;;;;;
"2016";"Arnemuiden";;;;;;;;;;;;;
"2017";"Arnemuiden";;;;;;;;;;;;;
"2008";"Arnhem";143582;71065;72517;120206;45,2;39,6;9,5;5,7;3273;895;;24;81
"2009";"Arnhem";145574;72212;73362;121746;45,7;39,2;9,6;5,6;3208;857;;24;81
"2010";"Arnhem";147018;72967;74051;122730;45,4;39,1;10;5,5;2930;736;;24;81
"2011";"Arnhem";148070;73507;74563;123502;45,7;38,8;10,1;5,4;3031;725;;24;81
"2012";"Arnhem";149271;74067;75204;124373;45,8;38,7;10,2;5,3;2142;711;;24;81
"2013";"Arnhem";149827;74359;75468;124640;45,8;38,7;10,2;5,2;2335;640;;24;81
"2014";"Arnhem";150823;75029;75794;125728;46,2;38,2;10,4;5,2;2419;571;;24;81
"2015";"Arnhem";152293;75872;76421;126966;46,7;37,7;10,6;5;2580;669;;24;83
"2016";"Arnhem";153818;76616;77202;128410;47,1;37,3;10,6;5;2421;762;;24;83
"2017";"Arnhem";155699;77707;77992;130268;47,6;36,9;10,7;4,9;2120;654;;24;83
"2008";"Assen";65487;31986;33501;52738;34,2;51;8,3;6,5;3933;4666;;8;61
"2009";"Assen";66369;32365;34004;53563;34,4;50,7;8,5;6,4;4164;1843;;10;109
"2010";"Assen";66857;32607;34250;54000;33,8;50,3;9,5;6,4;3979;1640;;10;109
"2011";"Assen";67177;32829;34348;54381;34,2;49,8;9,7;6,3;3936;1869;;10;109
"2012";"Assen";67208;32931;34277;54592;34,3;49,6;9,9;6,2;3382;1660;;10;109
"2013";"Assen";67204;33009;34195;54739;34,5;49,2;10,1;6,2;3426;1730;;10;109
"2014";"Assen";67190;32989;34201;54912;34,6;48,8;10,3;6,2;3361;3649;;10;109
"2015";"Assen";67165;33015;34150;55077;34,9;48,4;10,5;6,3;3684;4245;;10;109
"2016";"Assen";67061;33027;34034;55279;35,2;47,8;10,7;6,3;3263;4337;;10;109
"2017";"Assen";67551;33368;34183;55883;35,8;47,3;10,8;6,2;3150;4873;;10;109
"2008";"Asten";16392;8377;8015;13236;30,3;58,8;5,2;5,7;17074;922;;5;11
"2009";"Asten";16363;8373;7990;13246;30,4;58,3;5,5;5,8;16546;848;;5;11
"2010";"Asten";16335;8369;7966;13300;30,5;57,7;5,9;5,9;16901;953;;5;11
"2011";"Asten";16296;8343;7953;13355;30,7;57,5;5,9;5,9;17626;773;;5;11
"2012";"Asten";16404;8409;7995;13512;31,5;56,5;6;6;18562;1053;;5;11
"2013";"Asten";16392;8434;7958;13595;31,8;56;6,1;6,1;18551;912;;5;11
"2014";"Asten";16440;8456;7984;13708;32,1;55,5;6,1;6,3;19773;917;;5;11
"2015";"Asten";16559;8506;8053;13824;32,5;54,8;6,3;6,4;20585;1040;;5;11
"2016";"Asten";16580;8524;8056;13927;33;54,3;6,4;6,3;21235;837;;5;11
"2017";"Asten";16714;8604;8110;14110;33,8;53,2;6,6;6,4;20515;844;;5;11
"2008";"Avereest";;;;;;;;;;;;;
"2009";"Avereest";;;;;;;;;;;;;
"2010";"Avereest";;;;;;;;;;;;;
"2011";"Avereest";;;;;;;;;;;;;
"2012";"Avereest";;;;;;;;;;;;;
"2013";"Avereest";;;;;;;;;;;;;
"2014";"Avereest";;;;;;;;;;;;;
"2015";"Avereest";;;;;;;;;;;;;
"2016";"Avereest";;;;;;;;;;;;;
"2017";"Avereest";;;;;;;;;;;;;
"2008";"Axel";;;;;;;;;;;;;
"2009";"Axel";;;;;;;;;;;;;
"2010";"Axel";;;;;;;;;;;;;
"2011";"Axel";;;;;;;;;;;;;
"2012";"Axel";;;;;;;;;;;;;
"2013";"Axel";;;;;;;;;;;;;
"2014";"Axel";;;;;;;;;;;;;
"2015";"Axel";;;;;;;;;;;;;
"2016";"Axel";;;;;;;;;;;;;
"2017";"Axel";;;;;;;;;;;;;
"2008";"Baarle-Nassau";6664;3389;3275;5714;29,2;56,1;6,8;7,9;43421;185;;3;7
"2009";"Baarle-Nassau";6682;3418;3264;5745;29,4;55,7;7,1;7,8;43705;170;;3;7
"2010";"Baarle-Nassau";6703;3437;3266;5784;29,5;55,2;7,6;7,7;44950;77;;3;7
"2011";"Baarle-Nassau";6704;3424;3280;5798;30,1;54,4;7,5;8;47561;62;;3;7
"2012";"Baarle-Nassau";6722;3424;3298;5803;30,3;53,9;7,7;8,1;45758;118;;3;7
"2013";"Baarle-Nassau";6699;3407;3292;5763;29,9;54,1;8;8;42223;81;;3;7
"2014";"Baarle-Nassau";6612;3358;3254;5699;30,4;53,7;8;7,9;46078;91;;3;7
"2015";"Baarle-Nassau";6599;3353;3246;5684;30,5;53,5;8;8;40141;62;;3;7
"2016";"Baarle-Nassau";6611;3345;3266;5697;30,8;52,9;8,1;8,2;42997;88;;3;7
"2017";"Baarle-Nassau";6657;3381;3276;5738;31,1;52,7;8,2;8,1;46835;94;;3;7
"2008";"Baarn";24406;11711;12695;20186;32,5;51;8,6;8;1402;239;;4;20
"2009";"Baarn";24335;11675;12660;20158;32,8;50,4;8,9;8;1445;169;;4;20
"2010";"Baarn";24317;11659;12658;20184;33;50;9,2;7,9;1394;250;;4;20
"2011";"Baarn";24379;11715;12664;20243;33,2;49,4;9,5;7,9;1460;138;;4;20
"2012";"Baarn";24352;11709;12643;20276;33,7;49;9,6;7,8;1401;300;;4;20
"2013";"Baarn";24277;11675;12602;20251;34,1;48,3;9,9;7,8;1426;261;;4;20
"2014";"Baarn";24314;11715;12599;20364;34,3;47,8;10,1;7,8;1353;148;;4;20
"2015";"Baarn";24406;11761;12645;20423;34,8;47,3;10,4;7,5;1465;151;;4;20
"2016";"Baarn";24521;11826;12695;20579;35,3;46,7;10,4;7,5;1593;136;;5;21
"2017";"Baarn";24529;11838;12691;20577;35,3;46,5;10,6;7,5;1407;140;;5;21
"2008";"Bakel en Milheeze";;;;;;;;;;;;;
"2009";"Bakel en Milheeze";;;;;;;;;;;;;
"2010";"Bakel en Milheeze";;;;;;;;;;;;;
"2011";"Bakel en Milheeze";;;;;;;;;;;;;
"2012";"Bakel en Milheeze";;;;;;;;;;;;;
"2013";"Bakel en Milheeze";;;;;;;;;;;;;
"2014";"Bakel en Milheeze";;;;;;;;;;;;;
"2015";"Bakel en Milheeze";;;;;;;;;;;;;
"2016";"Bakel en Milheeze";;;;;;;;;;;;;
"2017";"Bakel en Milheeze";;;;;;;;;;;;;
"2008";"Barendrecht";44962;22215;22747;35250;29,7;59;6,5;4,8;22;373;;23;62
"2009";"Barendrecht";45861;22663;23198;35956;29,8;58,7;6,8;4,8;21;508;;23;62
"2010";"Barendrecht";46449;22957;23492;36440;29,5;58,4;7,3;4,9;22;422;;23;62
"2011";"Barendrecht";46831;23144;23687;36817;29,7;58,2;7,3;4,8;16;834;;23;62
"2012";"Barendrecht";47053;23229;23824;37094;29,7;57,8;7,5;5;13;705;;23;62
"2013";"Barendrecht";47371;23325;24046;37370;30,1;57,2;7,6;5;15;685;;23;62
"2014";"Barendrecht";47377;23332;24045;37560;30,3;56,8;7,8;5,1;17;806;;23;62
"2015";"Barendrecht";47521;23420;24101;37861;30,8;56;8;5,1;13;583;;23;62
"2016";"Barendrecht";47861;23570;24291;38338;31,3;55,6;8;5,1;0;670;;23;62
"2017";"Barendrecht";48344;23860;24484;38945;31,9;54,9;8,1;5;0;387;;23;62
"2008";"Barneveld";51486;25612;25874;39666;29,3;60,6;4,1;6;107114;4418;;3;26
"2009";"Barneveld";52066;25885;26181;40172;29,2;60,6;4,3;5,9;109770;5861;;10;47
"2010";"Barneveld";52490;26098;26392;40548;29;60,6;4,5;5,8;114839;6707;;10;47
"2011";"Barneveld";53026;26365;26661;41015;29,2;60,3;4,7;5,8;115744;6251;;10;47
"2012";"Barneveld";53521;26617;26904;41508;29,3;60;4,8;5,9;115263;3070;;10;47
"2013";"Barneveld";53751;26718;27033;41823;29,4;59,8;4,9;5,9;116342;5096;;10;47
"2014";"Barneveld";54152;26954;27198;42166;29,5;59,4;5,1;5,9;118295;5046;;10;47
"2015";"Barneveld";54703;27170;27533;42703;29,6;59,1;5,4;5,9;114870;5217;;10;47
"2016";"Barneveld";55441;27523;27918;43412;29,8;58,9;5,5;5,9;130424;4413;;10;47
"2017";"Barneveld";56376;28056;28320;44210;30;58,8;5,5;5,7;133370;4734;;10;47
"2008";"Bathmen";;;;;;;;;;;;;
"2009";"Bathmen";;;;;;;;;;;;;
"2010";"Bathmen";;;;;;;;;;;;;
"2011";"Bathmen";;;;;;;;;;;;;
"2012";"Bathmen";;;;;;;;;;;;;
"2013";"Bathmen";;;;;;;;;;;;;
"2014";"Bathmen";;;;;;;;;;;;;
"2015";"Bathmen";;;;;;;;;;;;;
"2016";"Bathmen";;;;;;;;;;;;;
"2017";"Bathmen";;;;;;;;;;;;;
"2008";"Bedum";10550;5303;5247;8566;30,8;58,2;4,9;6;8736;3585;;1;8
"2009";"Bedum";10462;5269;5193;8538;31,1;57,8;5,1;6;8960;2910;;1;8
"2010";"Bedum";10447;5244;5203;8543;30,8;57,3;5,8;6,1;8851;2797;;1;8
"2011";"Bedum";10495;5280;5215;8648;31,4;56,7;5,9;6;8366;3139;;1;8
"2012";"Bedum";10508;5281;5227;8682;31,7;56,1;6,2;6,1;8764;2893;;1;8
"2013";"Bedum";10553;5280;5273;8726;32,1;55,3;6,5;6,1;9236;3627;;1;8
"2014";"Bedum";10494;5248;5246;8682;31,9;55,6;6,6;6;9372;3436;;1;8
"2015";"Bedum";10441;5223;5218;8670;32,2;55,3;6,7;5,8;9712;2653;;1;8
"2016";"Bedum";10433;5230;5203;8685;32,2;55;6,9;5,8;9833;2561;;1;8
"2017";"Bedum";10479;5241;5238;8758;32,9;53,9;7,3;6;9269;2813;;1;8
"2008";"Beek (L.)";16696;8152;8544;14010;26,9;58,5;7;7,7;1193;444;;2;8
"2009";"Beek (L.)";16607;8107;8500;14029;27,2;57,9;7,3;7,7;1358;448;;2;8
"2010";"Beek (L.)";16579;8063;8516;14062;27;57,6;8;7,5;1356;234;;2;8
"2011";"Beek (L.)";16548;8057;8491;14100;27,4;57,1;8;7,5;1417;34;;2;8
"2012";"Beek (L.)";16457;7999;8458;14083;27,5;56,9;8,1;7,5;1425;12;;2;8
"2013";"Beek (L.)";16367;7953;8414;14049;27,9;56,4;8,1;7,7;1272;12;;2;8
"2014";"Beek (L.)";16271;7892;8379;14065;28,4;55,6;8,3;7,7;1480;4;;2;8
"2015";"Beek (L.)";16214;7879;8335;14043;28,9;54,9;8,6;7,6;1432;18;;2;8
"2016";"Beek (L.)";16068;7826;8242;14023;29,5;54,2;8,6;7,6;1505;0;;2;8
"2017";"Beek (L.)";15951;7802;8149;13959;29,9;53,6;9;7,5;1450;0;;2;8
"2008";"Beek en Donk";;;;;;;;;;;;;
"2009";"Beek en Donk";;;;;;;;;;;;;
"2010";"Beek en Donk";;;;;;;;;;;;;
"2011";"Beek en Donk";;;;;;;;;;;;;
"2012";"Beek en Donk";;;;;;;;;;;;;
"2013";"Beek en Donk";;;;;;;;;;;;;
"2014";"Beek en Donk";;;;;;;;;;;;;
"2015";"Beek en Donk";;;;;;;;;;;;;
"2016";"Beek en Donk";;;;;;;;;;;;;
"2017";"Beek en Donk";;;;;;;;;;;;;
"2008";"Beekdaelen";;;;;;;;;;;;;
"2009";"Beekdaelen";;;;;;;;;;;;;
"2010";"Beekdaelen";;;;;;;;;;;;;
"2011";"Beekdaelen";;;;;;;;;;;;;
"2012";"Beekdaelen";;;;;;;;;;;;;
"2013";"Beekdaelen";;;;;;;;;;;;;
"2014";"Beekdaelen";;;;;;;;;;;;;
"2015";"Beekdaelen";;;;;;;;;;;;;
"2016";"Beekdaelen";;;;;;;;;;;;;
"2017";"Beekdaelen";;;;;;;;;;;;;
"2008";"Beemster";8474;4261;4213;6907;32,1;56;5,9;6,1;10220;13268;;2;10
"2009";"Beemster";8564;4291;4273;7029;32,6;55,5;5,8;6,1;9564;12880;;2;10
"2010";"Beemster";8584;4294;4290;7047;32,2;55;6,5;6,3;10116;13112;;2;10
"2011";"Beemster";8573;4294;4279;7087;32,8;54,5;6,4;6,3;9719;12489;;2;10
"2012";"Beemster";8719;4360;4359;7231;33,4;54,1;6,4;6,1;10231;11215;;2;10
"2013";"Beemster";8785;4394;4391;7321;33,2;53,9;6,6;6,3;10488;11793;;2;10
"2014";"Beemster";8910;4454;4456;7432;33,9;53,2;6,6;6,4;11239;10534;;2;10
"2015";"Beemster";8903;4449;4454;7458;34,1;52,9;6,7;6,4;11461;9324;;2;10
"2016";"Beemster";8958;4469;4489;7514;34,6;52,2;7;6,3;11287;8557;;2;10
"2017";"Beemster";9205;4580;4625;7693;35;51,8;7;6,2;11346;8495;;2;10
"2008";"Beesel";13643;6844;6799;11196;28;59,7;6;6,3;1284;731;;2;8
"2009";"Beesel";13795;6928;6867;11369;28;59,1;6,4;6,5;1266;903;;2;8
"2010";"Beesel";13902;6997;6905;11484;27,9;58,6;6,9;6,6;1280;758;;2;8
"2011";"Beesel";13844;6983;6861;11492;27,9;58,2;7;6,8;1213;735;;2;8
"2012";"Beesel";13742;6920;6822;11475;28,1;57,8;7,3;6,8;1143;555;;2;8
"2013";"Beesel";13688;6882;6806;11449;28,4;57,3;7,5;6,8;1021;527;;2;8
"2014";"Beesel";13617;6863;6754;11444;28,7;56,7;7,6;7;1197;299;;2;8
"2015";"Beesel";13511;6809;6702;11377;28,7;56,5;7,8;7;1319;412;;2;8
"2016";"Beesel";13388;6738;6650;11339;29,1;56,1;7,8;7;1405;115;;2;8
"2017";"Beesel";13405;6768;6637;11388;29,3;55,6;7,9;7,2;1338;94;;2;8
"2008";"Beilen";;;;;;;;;;;;;
"2009";"Beilen";;;;;;;;;;;;;
"2010";"Beilen";;;;;;;;;;;;;
"2011";"Beilen";;;;;;;;;;;;;
"2012";"Beilen";;;;;;;;;;;;;
"2013";"Beilen";;;;;;;;;;;;;
"2014";"Beilen";;;;;;;;;;;;;
"2015";"Beilen";;;;;;;;;;;;;
"2016";"Beilen";;;;;;;;;;;;;
"2017";"Beilen";;;;;;;;;;;;;
"2008";"Belfeld";;;;;;;;;;;;;
"2009";"Belfeld";;;;;;;;;;;;;
"2010";"Belfeld";;;;;;;;;;;;;
"2011";"Belfeld";;;;;;;;;;;;;
"2012";"Belfeld";;;;;;;;;;;;;
"2013";"Belfeld";;;;;;;;;;;;;
"2014";"Belfeld";;;;;;;;;;;;;
"2015";"Belfeld";;;;;;;;;;;;;
"2016";"Belfeld";;;;;;;;;;;;;
"2017";"Belfeld";;;;;;;;;;;;;
"2008";"Bellingwedde";9497;4728;4769;8078;25,8;58,9;7;8,3;5325;1144;;3;22
"2009";"Bellingwedde";9270;4617;4653;7907;25,6;58,8;7,1;8,5;5533;1130;;3;22
"2010";"Bellingwedde";9261;4640;4621;7918;25,6;58,6;7,4;8,5;6109;803;;3;22
"2011";"Bellingwedde";9402;4738;4664;8034;26,4;57,4;7,9;8,3;6315;858;;3;22
"2012";"Bellingwedde";9283;4645;4638;7946;26,4;57,3;8;8,3;6889;689;;3;22
"2013";"Bellingwedde";8985;4490;4495;7721;25,7;57,4;8,4;8,4;7224;624;;3;22
"2014";"Bellingwedde";8920;4449;4471;7701;26,3;56,6;8,7;8,4;7576;712;;3;22
"2015";"Bellingwedde";9154;4615;4539;7903;27,7;55;8,9;8,4;8128;404;;3;22
"2016";"Bellingwedde";8971;4537;4434;7779;27,4;55,2;9,1;8,3;8329;269;;3;22
"2017";"Bellingwedde";8919;4534;4385;7767;27,1;55,3;9,4;8,2;7942;197;;3;22
"2008";"Bemmel";;;;;;;;;;;;;
"2009";"Bemmel";;;;;;;;;;;;;
"2010";"Bemmel";;;;;;;;;;;;;
"2011";"Bemmel";;;;;;;;;;;;;
"2012";"Bemmel";;;;;;;;;;;;;
"2013";"Bemmel";;;;;;;;;;;;;
"2014";"Bemmel";;;;;;;;;;;;;
"2015";"Bemmel";;;;;;;;;;;;;
"2016";"Bemmel";;;;;;;;;;;;;
"2017";"Bemmel";;;;;;;;;;;;;
"2008";"Bennebroek";5094;2409;2685;4244;26,1;56,6;8,4;8,9;0;0;;1;6
"2009";"Bennebroek";;;;;;;;;;;;;
"2010";"Bennebroek";;;;;;;;;;;;;
"2011";"Bennebroek";;;;;;;;;;;;;
"2012";"Bennebroek";;;;;;;;;;;;;
"2013";"Bennebroek";;;;;;;;;;;;;
"2014";"Bennebroek";;;;;;;;;;;;;
"2015";"Bennebroek";;;;;;;;;;;;;
"2016";"Bennebroek";;;;;;;;;;;;;
"2017";"Bennebroek";;;;;;;;;;;;;
"2008";"Berg en Dal";;;;;;;;;;;;;
"2009";"Berg en Dal";;;;;;;;;;;;;
"2010";"Berg en Dal";;;;;;;;;;;;;
"2011";"Berg en Dal";;;;;;;;;;;;;
"2012";"Berg en Dal";;;;;;;;;;;;;
"2013";"Berg en Dal";;;;;;;;;;;;;
"2014";"Berg en Dal";;;;;;;;;;;;;
"2015";"Berg en Dal";;;;;;;;;;;;;
"2016";"Berg en Dal";34574;17190;17384;29659;33,6;50,7;7,7;8;7065;967;;13;41
"2017";"Berg en Dal";34764;17303;17461;29891;34;50;8;7,9;6617;1339;;13;41
"2008";"Bergambacht";9517;4714;4803;7578;26,1;62,6;4,8;6,5;5087;4482;;4;14
"2009";"Bergambacht";9649;4778;4871;7675;26,6;62;5;6,3;5354;4447;;4;14
"2010";"Bergambacht";9729;4806;4923;7728;26,5;61,8;5,3;6,4;5124;4997;;4;14
"2011";"Bergambacht";9801;4843;4958;7792;27;61,2;5,4;6,3;5184;4655;;4;14
"2012";"Bergambacht";9908;4888;5020;7928;27,5;60,3;5,6;6,6;5218;4848;;4;14
"2013";"Bergambacht";9938;4892;5046;7974;27,7;60;5,7;6,6;5422;4315;;4;14
"2014";"Bergambacht";9970;4932;5038;8078;28,5;59,6;5,7;6,2;6071;4135;;4;14
"2015";"Bergambacht";;;;;;;;;;;;;
"2016";"Bergambacht";;;;;;;;;;;;;
"2017";"Bergambacht";;;;;;;;;;;;;
"2008";"Bergeijk";18099;9149;8950;14630;27,2;61,5;4,9;6,4;12908;1132;;5;16
"2009";"Bergeijk";18087;9167;8920;14703;27,6;61,1;5;6,3;13198;1306;;5;16
"2010";"Bergeijk";18061;9150;8911;14769;27,8;60,4;5,5;6,3;12815;726;;5;16
"2011";"Bergeijk";18073;9173;8900;14835;28,4;59,5;5,7;6,3;12856;478;;5;16
"2012";"Bergeijk";18123;9187;8936;14937;29,1;58,7;6;6,3;13668;467;;5;16
"2013";"Bergeijk";18191;9216;8975;15082;29,5;58;6,2;6,2;15153;700;;5;16
"2014";"Bergeijk";18256;9255;9001;15249;30;57,4;6,5;6,1;15069;522;;5;16
"2015";"Bergeijk";18209;9245;8964;15269;30,3;57;6,5;6,2;15797;696;;5;16
"2016";"Bergeijk";18253;9268;8985;15409;31,1;55,8;6,8;6,3;15470;425;;5;16
"2017";"Bergeijk";18342;9339;9003;15542;31,5;55,1;6,9;6,5;14838;810;;5;16
"2008";"Bergen (L.)";13499;6742;6757;11149;28,8;58;6;7,2;6109;149;;5;19
"2009";"Bergen (L.)";13402;6698;6704;11127;29,1;57,3;6,4;7,3;6305;160;;5;19
"2010";"Bergen (L.)";13391;6701;6690;11142;28,9;57,2;6,6;7,3;6499;188;;5;19
"2011";"Bergen (L.)";13350;6682;6668;11149;29,4;56,4;6,9;7,3;6104;185;;5;19
"2012";"Bergen (L.)";13286;6658;6628;11126;29,4;56;7,2;7,4;5555;1428;;5;19
"2013";"Bergen (L.)";13275;6656;6619;11181;29,8;55,5;7,3;7,4;5733;1758;;5;19
"2014";"Bergen (L.)";13237;6642;6595;11238;30,4;54,9;7,3;7,4;5998;1302;;5;19
"2015";"Bergen (L.)";13152;6581;6571;11219;30,5;54,6;7,4;7,5;5984;1700;;7;16
"2016";"Bergen (L.)";13090;6514;6576;11202;31,1;53,7;7,6;7,6;5899;1833;;7;16
"2017";"Bergen (L.)";13095;6532;6563;11257;31,6;53,3;7,5;7,6;4984;2269;;7;16
"2008";"Bergen (NH.)";31220;15088;16132;26273;29,9;53,3;8,6;8,2;3955;7271;;7;36
"2009";"Bergen (NH.)";31154;15078;16076;26263;29,7;53,4;8,7;8,2;3941;3263;;7;36
"2010";"Bergen (NH.)";30985;15020;15965;26247;29,6;53,1;9,2;8,2;3786;3729;;7;36
"2011";"Bergen (NH.)";30868;15000;15868;26245;29,9;52,6;9,3;8,2;3786;3486;;7;36
"2012";"Bergen (NH.)";30682;14870;15812;26172;30;52,2;9,6;8,2;3845;3450;;7;36
"2013";"Bergen (NH.)";30333;14681;15652;26009;30,3;51,9;9,6;8,3;3807;3270;;7;36
"2014";"Bergen (NH.)";30076;14554;15522;25888;30,7;51,2;9,8;8,3;3846;3798;;7;36
"2015";"Bergen (NH.)";30005;14494;15511;25921;31,2;50,5;10;8,3;3981;4166;;7;36
"2016";"Bergen (NH.)";29943;14469;15474;25999;31,4;50;10,3;8,3;4137;3376;;7;36
"2017";"Bergen (NH.)";29844;14385;15459;26040;31,5;49,8;10,3;8,4;3866;3654;;7;36
"2008";"Bergen op Zoom";65242;32175;33067;54294;29,8;54,3;8,6;7,3;2986;1613;;6;37
"2009";"Bergen op Zoom";65582;32349;33233;54693;30,2;53,8;8,8;7,2;3380;1644;;6;38
"2010";"Bergen op Zoom";65845;32516;33329;55092;30;53,3;9,6;7,1;3542;1629;;6;38
"2011";"Bergen op Zoom";66074;32639;33435;55350;30,2;53,1;9,7;7;3496;1873;;6;38
"2012";"Bergen op Zoom";66130;32662;33468;55474;30,4;52,9;9,7;7;3371;1956;;6;38
"2013";"Bergen op Zoom";66287;32744;33543;55699;30,7;52,3;10;6,9;3270;1863;;6;38
"2014";"Bergen op Zoom";66419;32881;33538;55974;31,1;51,8;10,2;6,9;3487;2023;;6;38
"2015";"Bergen op Zoom";66320;32801;33519;56064;31,5;51,3;10,4;6,9;3563;1642;;6;38
"2016";"Bergen op Zoom";66237;32775;33462;56126;31,7;51;10,4;6,9;3627;1231;;6;38
"2017";"Bergen op Zoom";66164;32745;33419;56138;31,9;50,9;10,4;6,8;3000;1153;;6;38
"2008";"Bergeyk";;;;;;;;;;;;;
"2009";"Bergeyk";;;;;;;;;;;;;
"2010";"Bergeyk";;;;;;;;;;;;;
"2011";"Bergeyk";;;;;;;;;;;;;
"2012";"Bergeyk";;;;;;;;;;;;;
"2013";"Bergeyk";;;;;;;;;;;;;
"2014";"Bergeyk";;;;;;;;;;;;;
"2015";"Bergeyk";;;;;;;;;;;;;
"2016";"Bergeyk";;;;;;;;;;;;;
"2017";"Bergeyk";;;;;;;;;;;;;
"2008";"Bergh";;;;;;;;;;;;;
"2009";"Bergh";;;;;;;;;;;;;
"2010";"Bergh";;;;;;;;;;;;;
"2011";"Bergh";;;;;;;;;;;;;
"2012";"Bergh";;;;;;;;;;;;;
"2013";"Bergh";;;;;;;;;;;;;
"2014";"Bergh";;;;;;;;;;;;;
"2015";"Bergh";;;;;;;;;;;;;
"2016";"Bergh";;;;;;;;;;;;;
"2017";"Bergh";;;;;;;;;;;;;
"2008";"Bergschenhoek";;;;;;;;;;;;;
"2009";"Bergschenhoek";;;;;;;;;;;;;
"2010";"Bergschenhoek";;;;;;;;;;;;;
"2011";"Bergschenhoek";;;;;;;;;;;;;
"2012";"Bergschenhoek";;;;;;;;;;;;;
"2013";"Bergschenhoek";;;;;;;;;;;;;
"2014";"Bergschenhoek";;;;;;;;;;;;;
"2015";"Bergschenhoek";;;;;;;;;;;;;
"2016";"Bergschenhoek";;;;;;;;;;;;;
"2017";"Bergschenhoek";;;;;;;;;;;;;
"2008";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2009";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2010";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2011";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2012";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2013";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2014";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2015";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2016";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2017";"Berkel en Rodenrijs";;;;;;;;;;;;;
"2008";"Berkel-Enschot";;;;;;;;;;;;;
"2009";"Berkel-Enschot";;;;;;;;;;;;;
"2010";"Berkel-Enschot";;;;;;;;;;;;;
"2011";"Berkel-Enschot";;;;;;;;;;;;;
"2012";"Berkel-Enschot";;;;;;;;;;;;;
"2013";"Berkel-Enschot";;;;;;;;;;;;;
"2014";"Berkel-Enschot";;;;;;;;;;;;;
"2015";"Berkel-Enschot";;;;;;;;;;;;;
"2016";"Berkel-Enschot";;;;;;;;;;;;;
"2017";"Berkel-Enschot";;;;;;;;;;;;;
"2008";"Berkelland";45150;22756;22394;36929;29,2;58,7;4,2;7,9;52475;5301;;5;36
