Perioden,Regio's,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder),Landbouw/Graasdieren/Rundvee (aantal),Landbouw/Graasdieren/Schapen (aantal),Lokalisering/Gemeenten (aantal),Lokalisering/Wijken (aantal),Lokalisering/Buurten (aantal)
2016,Terschelling,4870,2591,2279,,,,,,,,,,
2017,Terschelling,4859,2579,2280,,,,,,,,,,
2008,Teteringen,,,,,,,,,,,,,
2009,Teteringen,,,,,,,,,,,,,
2010,Teteringen,,,,,,,,,,,,,
2011,Teteringen,,,,,,,,,,,,,
2012,Teteringen,,,,,,,,,,,,,
2013,Teteringen,,,,,,,,,,,,,
2014,Teteringen,,,,,,,,,,,,,
2015,Teteringen,,,,,,,,,,,,,
2016,Teteringen,,,,,,,,,,,,,
2017,Teteringen,,,,,,,,,,,,,
2008,Texel,13547,6714,6833,,,,,,,,,,
2009,Texel,13691,6787,6904,,,,,,,,,,
2010,Texel,13779,6832,6947,,,,,,,,,,
2011,Texel,13728,6804,6924,,,,,,,,,,
2012,Texel,13668,6773,6895,,,,,,,,,,
2013,Texel,13662,6766,6896,,,,,,,,,,
2014,Texel,13552,6725,6827,,,,,,,,,,
2015,Texel,13581,6762,6819,,,,,,,,,,
2016,Texel,13574,6741,6833,,,,,,,,,,
2017,Texel,13545,6732,6813,,,,,,,,,,
2008,Teylingen,35308,17646,17662,,,,,,,,,,
2009,Teylingen,35533,17689,17844,,,,,,,,,,
2010,Teylingen,35759,17808,17951,,,,,,,,,,
2011,Teylingen,35812,17875,17937,,,,,,,,,,
2012,Teylingen,35686,17798,17888,,,,,,,,,,
2013,Teylingen,35800,17844,17956,,,,,,,,,,
2014,Teylingen,35735,17811,17924,,,,,,,,,,
2015,Teylingen,35646,17797,17849,,,,,,,,,,
2016,Teylingen,36013,17948,18065,,,,,,,,,,
2017,Teylingen,36093,18016,18077,,,,,,,,,,
2008,Tholen,25264,12667,12597,,,,,,,,,,
2009,Tholen,25368,12726,12642,,,,,,,,,,
2010,Tholen,25410,12762,12648,,,,,,,,,,
2011,Tholen,25489,12785,12704,,,,,,,,,,
2012,Tholen,25540,12796,12744,,,,,,,,,,
2013,Tholen,25514,12745,12769,,,,,,,,,,
2014,Tholen,25408,12682,12726,,,,,,,,,,
2015,Tholen,25440,12683,12757,,,,,,,,,,
2016,Tholen,25421,12688,12733,,,,,,,,,,
2017,Tholen,25527,12748,12779,,,,,,,,,,
2008,Thorn,,,,,,,,,,,,,
2009,Thorn,,,,,,,,,,,,,
2010,Thorn,,,,,,,,,,,,,
2011,Thorn,,,,,,,,,,,,,
2012,Thorn,,,,,,,,,,,,,
2013,Thorn,,,,,,,,,,,,,
2014,Thorn,,,,,,,,,,,,,
2015,Thorn,,,,,,,,,,,,,
2016,Thorn,,,,,,,,,,,,,
2017,Thorn,,,,,,,,,,,,,
2008,Tiel,41132,20390,20742,,,,,,,,,,
2009,Tiel,41070,20406,20664,,,,,,,,,,
2010,Tiel,41192,20470,20722,,,,,,,,,,
2011,Tiel,41181,20446,20735,,,,,,,,,,
2012,Tiel,41527,20622,20905,,,,,,,,,,
2013,Tiel,41751,20775,20976,,,,,,,,,,
2014,Tiel,41775,20771,21004,,,,,,,,,,
2015,Tiel,41590,20692,20898,,,,,,,,,,
2016,Tiel,41510,20656,20854,,,,,,,,,,
2017,Tiel,41488,20645,20843,,,,,,,,,,
2008,Tilburg,202091,100214,101877,,,,,,,,,,
2009,Tilburg,203464,100960,102504,,,,,,,,,,
2010,Tilburg,204853,101695,103158,,,,,,,,,,
2011,Tilburg,206240,102366,103874,,,,,,,,,,
2012,Tilburg,207580,103015,104565,,,,,,,,,,
2013,Tilburg,208527,103682,104845,,,,,,,,,,
2014,Tilburg,210270,104596,105674,,,,,,,,,,
2015,Tilburg,211648,105179,106469,,,,,,,,,,
2016,Tilburg,212941,106008,106933,,,,,,,,,,
2017,Tilburg,213804,106428,107376,,,,,,,,,,
2008,Tubbergen,20797,10535,10262,,,,,,,,,,
2009,Tubbergen,20992,10663,10329,,,,,,,,,,
2010,Tubbergen,21145,10712,10433,,,,,,,,,,
2011,Tubbergen,21171,10745,10426,,,,,,,,,,
2012,Tubbergen,21206,10780,10426,,,,,,,,,,
2013,Tubbergen,21172,10787,10385,,,,,,,,,,
2014,Tubbergen,21206,10805,10401,,,,,,,,,,
2015,Tubbergen,21142,10783,10359,,,,,,,,,,
2016,Tubbergen,21120,10771,10349,,,,,,,,,,
2017,Tubbergen,21153,10797,10356,,,,,,,,,,
2008,Twenterand,33461,16895,16566,,,,,,,,,,
2009,Twenterand,33605,16988,16617,,,,,,,,,,
2010,Twenterand,33580,16993,16587,,,,,,,,,,
2011,Twenterand,33727,17071,16656,,,,,,,,,,
2012,Twenterand,33929,17193,16736,,,,,,,,,,
2013,Twenterand,33971,17225,16746,,,,,,,,,,
2014,Twenterand,33929,17194,16735,,,,,,,,,,
2015,Twenterand,33874,17131,16743,,,,,,,,,,
2016,Twenterand,33846,17123,16723,,,,,,,,,,
2017,Twenterand,33845,17146,16699,,,,,,,,,,
2008,Tynaarlo,31974,15658,16316,,,,,,,,,,
2009,Tynaarlo,32236,15820,16416,,,,,,,,,,
2010,Tynaarlo,32408,15913,16495,,,,,,,,,,
2011,Tynaarlo,32450,15942,16508,,,,,,,,,,
2012,Tynaarlo,32357,15911,16446,,,,,,,,,,
2013,Tynaarlo,32456,15934,16522,,,,,,,,,,
2014,Tynaarlo,32493,16005,16488,,,,,,,,,,
2015,Tynaarlo,32570,16036,16534,,,,,,,,,,
2016,Tynaarlo,32804,16130,16674,,,,,,,,,,
2017,Tynaarlo,33280,16396,16884,,,,,,,,,,
2008,Tytsjerksteradiel,32243,16161,16082,,,,,,,,,,
2009,Tytsjerksteradiel,32211,16094,16117,,,,,,,,,,
2010,Tytsjerksteradiel,32237,16113,16124,,,,,,,,,,
2011,Tytsjerksteradiel,32178,16047,16131,,,,,,,,,,
2012,Tytsjerksteradiel,32164,16037,16127,,,,,,,,,,
2013,Tytsjerksteradiel,31979,15963,16016,,,,,,,,,,
2014,Tytsjerksteradiel,31973,15949,16024,,,,,,,,,,
2015,Tytsjerksteradiel,31957,15946,16011,,,,,,,,,,
2016,Tytsjerksteradiel,32077,15973,16104,,,,,,,,,,
2017,Tytsjerksteradiel,31963,15961,16002,,,,,,,,,,
2008,Ubbergen,9325,4583,4742,,,,,,,,,,
2009,Ubbergen,9366,4587,4779,,,,,,,,,,
2010,Ubbergen,9333,4581,4752,,,,,,,,,,
2011,Ubbergen,9358,4603,4755,,,,,,,,,,
2012,Ubbergen,9387,4624,4763,,,,,,,,,,
2013,Ubbergen,9504,4701,4803,,,,,,,,,,
2014,Ubbergen,9451,4694,4757,,,,,,,,,,
2015,Ubbergen,,,,,,,,,,,,,
2016,Ubbergen,,,,,,,,,,,,,
2017,Ubbergen,,,,,,,,,,,,,
2008,Uden,40126,20035,20091,,,,,,,,,,
2009,Uden,40360,20124,20236,,,,,,,,,,
2010,Uden,40536,20187,20349,,,,,,,,,,
2011,Uden,40721,20224,20497,,,,,,,,,,
2012,Uden,40805,20243,20562,,,,,,,,,,
2013,Uden,40948,20295,20653,,,,,,,,,,
2014,Uden,40913,20274,20639,,,,,,,,,,
2015,Uden,41089,20346,20743,,,,,,,,,,
2016,Uden,41247,20456,20791,,,,,,,,,,
2017,Uden,41384,20517,20867,,,,,,,,,,
2008,Udenhout,,,,,,,,,,,,,
2009,Udenhout,,,,,,,,,,,,,
2010,Udenhout,,,,,,,,,,,,,
2011,Udenhout,,,,,,,,,,,,,
2012,Udenhout,,,,,,,,,,,,,
2013,Udenhout,,,,,,,,,,,,,
2014,Udenhout,,,,,,,,,,,,,
2015,Udenhout,,,,,,,,,,,,,
2016,Udenhout,,,,,,,,,,,,,
2017,Udenhout,,,,,,,,,,,,,
2008,Uitgeest,12205,6135,6070,,,,,,,,,,
2009,Uitgeest,12434,6253,6181,,,,,,,,,,
2010,Uitgeest,12664,6366,6298,,,,,,,,,,
2011,Uitgeest,12819,6455,6364,,,,,,,,,,
2012,Uitgeest,12897,6472,6425,,,,,,,,,,
2013,Uitgeest,13061,6558,6503,,,,,,,,,,
2014,Uitgeest,13234,6624,6610,,,,,,,,,,
2015,Uitgeest,13291,6661,6630,,,,,,,,,,
2016,Uitgeest,13360,6713,6647,,,,,,,,,,
2017,Uitgeest,13465,6761,6704,,,,,,,,,,
2008,Uithoorn,27501,13542,13959,,,,,,,,,,
2009,Uithoorn,27660,13645,14015,,,,,,,,,,
2010,Uithoorn,28053,13822,14231,,,,,,,,,,
2011,Uithoorn,28114,13856,14258,,,,,,,,,,
2012,Uithoorn,28307,13973,14334,,,,,,,,,,
2013,Uithoorn,28387,13973,14414,,,,,,,,,,
2014,Uithoorn,28418,14019,14399,,,,,,,,,,
2015,Uithoorn,28731,14186,14545,,,,,,,,,,
2016,Uithoorn,29181,14385,14796,,,,,,,,,,
2017,Uithoorn,29201,14403,14798,,,,,,,,,,
2008,Urk,17825,8987,8838,,,,,,,,,,
2009,Urk,18062,9124,8938,,,,,,,,,,
2010,Urk,18310,9244,9066,,,,,,,,,,
2011,Urk,18678,9434,9244,,,,,,,,,,
2012,Urk,18950,9588,9362,,,,,,,,,,
2013,Urk,19225,9749,9476,,,,,,,,,,
2014,Urk,19470,9841,9629,,,,,,,,,,
2015,Urk,19705,9971,9734,,,,,,,,,,
2016,Urk,19987,10085,9902,,,,,,,,,,
2017,Urk,20220,10192,10028,,,,,,,,,,
2008,Utrecht (gemeente),294737,142398,152339,,,,,,,,,,
2009,Utrecht (gemeente),299891,144924,154967,,,,,,,,,,
2010,Utrecht (gemeente),307081,148549,158532,,,,,,,,,,
2011,Utrecht (gemeente),311367,150571,160796,,,,,,,,,,
2012,Utrecht (gemeente),316275,153282,162993,,,,,,,,,,
2013,Utrecht (gemeente),321916,156223,165693,,,,,,,,,,
2014,Utrecht (gemeente),328164,159305,168859,,,,,,,,,,
2015,Utrecht (gemeente),334176,162556,171620,,,,,,,,,,
2016,Utrecht (gemeente),338967,165359,173608,,,,,,,,,,
2017,Utrecht (gemeente),343038,167587,175451,,,,,,,,,,
2008,Utrechtse Heuvelrug,48979,23695,25284,,,,,,,,,,
2009,Utrechtse Heuvelrug,48893,23628,25265,,,,,,,,,,
2010,Utrechtse Heuvelrug,48801,23595,25206,,,,,,,,,,
2011,Utrechtse Heuvelrug,48726,23540,25186,,,,,,,,,,
2012,Utrechtse Heuvelrug,48267,23301,24966,,,,,,,,,,
2013,Utrechtse Heuvelrug,48092,23229,24863,,,,,,,,,,
2014,Utrechtse Heuvelrug,47951,23234,24717,,,,,,,,,,
2015,Utrechtse Heuvelrug,48183,23439,24744,,,,,,,,,,
2016,Utrechtse Heuvelrug,48506,23661,24845,,,,,,,,,,
2017,Utrechtse Heuvelrug,49035,23970,25065,,,,,,,,,,
2008,Vaals,9838,4871,4967,,,,,,,,,,
2009,Vaals,9825,4869,4956,,,,,,,,,,
2010,Vaals,9870,4898,4972,,,,,,,,,,
2011,Vaals,9805,4820,4985,,,,,,,,,,
2012,Vaals,9749,4805,4944,,,,,,,,,,
2013,Vaals,9771,4834,4937,,,,,,,,,,
2014,Vaals,9685,4779,4906,,,,,,,,,,
2015,Vaals,9694,4782,4912,,,,,,,,,,
2016,Vaals,9632,4770,4862,,,,,,,,,,
2017,Vaals,9710,4875,4835,,,,,,,,,,
2008,Valburg,,,,,,,,,,,,,
2009,Valburg,,,,,,,,,,,,,
2010,Valburg,,,,,,,,,,,,,
2011,Valburg,,,,,,,,,,,,,
2012,Valburg,,,,,,,,,,,,,
2013,Valburg,,,,,,,,,,,,,
2014,Valburg,,,,,,,,,,,,,
2015,Valburg,,,,,,,,,,,,,
2016,Valburg,,,,,,,,,,,,,
2017,Valburg,,,,,,,,,,,,,
2008,Valkenburg (ZH.),,,,,,,,,,,,,
2009,Valkenburg (ZH.),,,,,,,,,,,,,
2010,Valkenburg (ZH.),,,,,,,,,,,,,
2011,Valkenburg (ZH.),,,,,,,,,,,,,
2012,Valkenburg (ZH.),,,,,,,,,,,,,
2013,Valkenburg (ZH.),,,,,,,,,,,,,
2014,Valkenburg (ZH.),,,,,,,,,,,,,
2015,Valkenburg (ZH.),,,,,,,,,,,,,
2016,Valkenburg (ZH.),,,,,,,,,,,,,
2017,Valkenburg (ZH.),,,,,,,,,,,,,
2008,Valkenburg aan de Geul,17099,8469,8630,,,,,,,,,,
2009,Valkenburg aan de Geul,17071,8429,8642,,,,,,,,,,
2010,Valkenburg aan de Geul,17090,8430,8660,,,,,,,,,,
2011,Valkenburg aan de Geul,17024,8441,8583,,,,,,,,,,
2012,Valkenburg aan de Geul,16945,8374,8571,,,,,,,,,,
2013,Valkenburg aan de Geul,16814,8329,8485,,,,,,,,,,
2014,Valkenburg aan de Geul,16675,8233,8442,,,,,,,,,,
2015,Valkenburg aan de Geul,16618,8212,8406,,,,,,,,,,
2016,Valkenburg aan de Geul,16518,8170,8348,,,,,,,,,,
2017,Valkenburg aan de Geul,16440,8104,8336,,,,,,,,,,
2008,Valkenisse,,,,,,,,,,,,,
2009,Valkenisse,,,,,,,,,,,,,
2010,Valkenisse,,,,,,,,,,,,,
2011,Valkenisse,,,,,,,,,,,,,
2012,Valkenisse,,,,,,,,,,,,,
2013,Valkenisse,,,,,,,,,,,,,
2014,Valkenisse,,,,,,,,,,,,,
2015,Valkenisse,,,,,,,,,,,,,
2016,Valkenisse,,,,,,,,,,,,,
2017,Valkenisse,,,,,,,,,,,,,
2008,Valkenswaard,30867,15219,15648,,,,,,,,,,
2009,Valkenswaard,30871,15245,15626,,,,,,,,,,
2010,Valkenswaard,30725,15175,15550,,,,,,,,,,
2011,Valkenswaard,30622,15125,15497,,,,,,,,,,
2012,Valkenswaard,30666,15150,15516,,,,,,,,,,
2013,Valkenswaard,30584,15123,15461,,,,,,,,,,
2014,Valkenswaard,30335,14987,15348,,,,,,,,,,
2015,Valkenswaard,30234,14902,15332,,,,,,,,,,
2016,Valkenswaard,30262,14955,15307,,,,,,,,,,
2017,Valkenswaard,30516,15092,15424,,,,,,,,,,
2008,Veendam,28058,13861,14197,,,,,,,,,,
2009,Veendam,27995,13869,14126,,,,,,,,,,
2010,Veendam,28024,13910,14114,,,,,,,,,,
2011,Veendam,27981,13884,14097,,,,,,,,,,
2012,Veendam,27920,13808,14112,,,,,,,,,,
2013,Veendam,27914,13818,14096,,,,,,,,,,
2014,Veendam,27792,13769,14023,,,,,,,,,,
2015,Veendam,27695,13741,13954,,,,,,,,,,
2016,Veendam,27467,13641,13826,,,,,,,,,,
2017,Veendam,27527,13627,13900,,,,,,,,,,
2008,Veenendaal,61769,30303,31466,,,,,,,,,,
2009,Veenendaal,62008,30453,31555,,,,,,,,,,
2010,Veenendaal,62053,30489,31564,,,,,,,,,,
2011,Veenendaal,62267,30565,31702,,,,,,,,,,
2012,Veenendaal,62870,30857,32013,,,,,,,,,,
2013,Veenendaal,63032,30954,32078,,,,,,,,,,
2014,Veenendaal,63252,31053,32199,,,,,,,,,,
2015,Veenendaal,63440,31173,32267,,,,,,,,,,
2016,Veenendaal,63816,31430,32386,,,,,,,,,,
2017,Veenendaal,64277,31708,32569,,,,,,,,,,
2008,Veere,21998,11035,10963,,,,,,,,,,
2009,Veere,21960,11022,10938,,,,,,,,,,
2010,Veere,21914,10998,10916,,,,,,,,,,
2011,Veere,21926,10954,10972,,,,,,,,,,
2012,Veere,21959,10994,10965,,,,,,,,,,
2013,Veere,21903,10953,10950,,,,,,,,,,
2014,Veere,21868,10932,10936,,,,,,,,,,
2015,Veere,21926,10991,10935,,,,,,,,,,
2016,Veere,21960,11017,10943,,,,,,,,,,
2017,Veere,21900,11018,10882,,,,,,,,,,
2008,Veghel,36913,18539,18374,,,,,,,,,,
2009,Veghel,37125,18631,18494,,,,,,,,,,
2010,Veghel,37303,18722,18581,,,,,,,,,,
2011,Veghel,37476,18845,18631,,,,,,,,,,
2012,Veghel,37553,18878,18675,,,,,,,,,,
2013,Veghel,37437,18821,18616,,,,,,,,,,
2014,Veghel,37464,18823,18641,,,,,,,,,,
2015,Veghel,37754,18940,18814,,,,,,,,,,
2016,Veghel,38078,19165,18913,,,,,,,,,,
2017,Veghel,,,,,,,,,,,,,
2008,Veldhoven,43056,21528,21528,,,,,,,,,,
2009,Veldhoven,43007,21459,21548,,,,,,,,,,
2010,Veldhoven,43243,21550,21693,,,,,,,,,,
2011,Veldhoven,43592,21750,21842,,,,,,,,,,
2012,Veldhoven,43880,21879,22001,,,,,,,,,,
2013,Veldhoven,44092,22012,22080,,,,,,,,,,
2014,Veldhoven,44155,22007,22148,,,,,,,,,,
2015,Veldhoven,44166,22012,22154,,,,,,,,,,
2016,Veldhoven,44317,22081,22236,,,,,,,,,,
2017,Veldhoven,44724,22285,22439,,,,,,,,,,
2008,Velsen,67556,33363,34193,,,,,,,,,,
2009,Velsen,67528,33403,34125,,,,,,,,,,
2010,Velsen,67281,33304,33977,,,,,,,,,,
2011,Velsen,67347,33294,34053,,,,,,,,,,
2012,Velsen,67286,33290,33996,,,,,,,,,,
2013,Velsen,67122,33283,33839,,,,,,,,,,
2014,Velsen,67220,33339,33881,,,,,,,,,,
2015,Velsen,67166,33267,33899,,,,,,,,,,
2016,Velsen,67448,33444,34004,,,,,,,,,,
2017,Velsen,67619,33541,34078,,,,,,,,,,
2008,Venhuizen,,,,,,,,,,,,,
2009,Venhuizen,,,,,,,,,,,,,
2010,Venhuizen,,,,,,,,,,,,,
2011,Venhuizen,,,,,,,,,,,,,
2012,Venhuizen,,,,,,,,,,,,,
2013,Venhuizen,,,,,,,,,,,,,
2014,Venhuizen,,,,,,,,,,,,,
2015,Venhuizen,,,,,,,,,,,,,
2016,Venhuizen,,,,,,,,,,,,,
2017,Venhuizen,,,,,,,,,,,,,
2008,Venlo,91872,45491,46381,,,,,,,,,,
2009,Venlo,91467,45310,46157,,,,,,,,,,
2010,Venlo,100301,49716,50585,,,,,,,,,,
2011,Venlo,99793,49408,50385,,,,,,,,,,
2012,Venlo,100027,49599,50428,,,,,,,,,,
2013,Venlo,100159,49708,50451,,,,,,,,,,
2014,Venlo,100428,49889,50539,,,,,,,,,,
2015,Venlo,100536,49978,50558,,,,,,,,,,
2016,Venlo,100371,49842,50529,,,,,,,,,,
2017,Venlo,101059,50281,50778,,,,,,,,,,
2008,Venray,39100,19738,19362,,,,,,,,,,
2009,Venray,39224,19793,19431,,,,,,,,,,
2010,Venray,42718,21515,21203,,,,,,,,,,
2011,Venray,42784,21518,21266,,,,,,,,,,
2012,Venray,42959,21628,21331,,,,,,,,,,
2013,Venray,43038,21684,21354,,,,,,,,,,
2014,Venray,43112,21773,21339,,,,,,,,,,
2015,Venray,43202,21847,21355,,,,,,,,,,
2016,Venray,43291,21894,21397,,,,,,,,,,
2017,Venray,43565,22134,21431,,,,,,,,,,
2008,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2009,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2010,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2011,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2012,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2013,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2014,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2015,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2016,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2017,"Vessem, Wintelre en Knegsel",,,,,,,,,,,,,
2008,Vianen,19637,9698,9939,,,,,,,,,,
2009,Vianen,19684,9696,9988,,,,,,,,,,
2010,Vianen,19647,9672,9975,,,,,,,,,,
2011,Vianen,19683,9706,9977,,,,,,,,,,
2012,Vianen,19670,9679,9991,,,,,,,,,,
2013,Vianen,19670,9679,9991,,,,,,,,,,
2014,Vianen,19596,9658,9938,,,,,,,,,,
2015,Vianen,19632,9682,9950,,,,,,,,,,
2016,Vianen,19513,9614,9899,,,,,,,,,,
2017,Vianen,19714,9700,10014,,,,,,,,,,
2008,Vierlingsbeek,,,,,,,,,,,,,
2009,Vierlingsbeek,,,,,,,,,,,,,
2010,Vierlingsbeek,,,,,,,,,,,,,
2011,Vierlingsbeek,,,,,,,,,,,,,
2012,Vierlingsbeek,,,,,,,,,,,,,
2013,Vierlingsbeek,,,,,,,,,,,,,
2014,Vierlingsbeek,,,,,,,,,,,,,
2015,Vierlingsbeek,,,,,,,,,,,,,
2016,Vierlingsbeek,,,,,,,,,,,,,
2017,Vierlingsbeek,,,,,,,,,,,,,
2008,Vijfheerenlanden,,,,,,,,,,,,,
2009,Vijfheerenlanden,,,,,,,,,,,,,
2010,Vijfheerenlanden,,,,,,,,,,,,,
2011,Vijfheerenlanden,,,,,,,,,,,,,
2012,Vijfheerenlanden,,,,,,,,,,,,,
2013,Vijfheerenlanden,,,,,,,,,,,,,
2014,Vijfheerenlanden,,,,,,,,,,,,,
2015,Vijfheerenlanden,,,,,,,,,,,,,
2016,Vijfheerenlanden,,,,,,,,,,,,,
2017,Vijfheerenlanden,,,,,,,,,,,,,
2008,Vlaardingen,70860,34470,36390,,,,,,,,,,
2009,Vlaardingen,70433,34292,36141,,,,,,,,,,
2010,Vlaardingen,70533,34400,36133,,,,,,,,,,
2011,Vlaardingen,71269,34798,36471,,,,,,,,,,
2012,Vlaardingen,71042,34710,36332,,,,,,,,,,
2013,Vlaardingen,70905,34612,36293,,,,,,,,,,
2014,Vlaardingen,70981,34600,36381,,,,,,,,,,
2015,Vlaardingen,71645,34859,36786,,,,,,,,,,
2016,Vlaardingen,71808,34989,36819,,,,,,,,,,
2017,Vlaardingen,71999,35147,36852,,,,,,,,,,
2008,Vlagtwedde,16325,8072,8253,,,,,,,,,,
2009,Vlagtwedde,16268,8037,8231,,,,,,,,,,
2010,Vlagtwedde,16260,8062,8198,,,,,,,,,,
2011,Vlagtwedde,16290,8123,8167,,,,,,,,,,
2012,Vlagtwedde,16260,8111,8149,,,,,,,,,,
2013,Vlagtwedde,16132,8028,8104,,,,,,,,,,
2014,Vlagtwedde,15905,7910,7995,,,,,,,,,,
2015,Vlagtwedde,16212,8104,8108,,,,,,,,,,
2016,Vlagtwedde,16422,8282,8140,,,,,,,,,,
2017,Vlagtwedde,15908,7939,7969,,,,,,,,,,
2008,Vledder,,,,,,,,,,,,,
2009,Vledder,,,,,,,,,,,,,
2010,Vledder,,,,,,,,,,,,,
2011,Vledder,,,,,,,,,,,,,
2012,Vledder,,,,,,,,,,,,,
2013,Vledder,,,,,,,,,,,,,
2014,Vledder,,,,,,,,,,,,,
2015,Vledder,,,,,,,,,,,,,
2016,Vledder,,,,,,,,,,,,,
2017,Vledder,,,,,,,,,,,,,
2008,Vleuten-De Meern,,,,,,,,,,,,,
2009,Vleuten-De Meern,,,,,,,,,,,,,
2010,Vleuten-De Meern,,,,,,,,,,,,,
2011,Vleuten-De Meern,,,,,,,,,,,,,
2012,Vleuten-De Meern,,,,,,,,,,,,,
2013,Vleuten-De Meern,,,,,,,,,,,,,
2014,Vleuten-De Meern,,,,,,,,,,,,,
2015,Vleuten-De Meern,,,,,,,,,,,,,
2016,Vleuten-De Meern,,,,,,,,,,,,,
2017,Vleuten-De Meern,,,,,,,,,,,,,
2008,Vlieland,1124,544,580,,,,,,,,,,
2009,Vlieland,1146,566,580,,,,,,,,,,
2010,Vlieland,1160,585,575,,,,,,,,,,
2011,Vlieland,1151,576,575,,,,,,,,,,
2012,Vlieland,1105,553,552,,,,,,,,,,
2013,Vlieland,1114,548,566,,,,,,,,,,
2014,Vlieland,1110,543,567,,,,,,,,,,
2015,Vlieland,1103,543,560,,,,,,,,,,
2016,Vlieland,1083,525,558,,,,,,,,,,
2017,Vlieland,1085,533,552,,,,,,,,,,
2008,Vlijmen,,,,,,,,,,,,,
2009,Vlijmen,,,,,,,,,,,,,
2010,Vlijmen,,,,,,,,,,,,,
2011,Vlijmen,,,,,,,,,,,,,
2012,Vlijmen,,,,,,,,,,,,,
2013,Vlijmen,,,,,,,,,,,,,
2014,Vlijmen,,,,,,,,,,,,,
2015,Vlijmen,,,,,,,,,,,,,
2016,Vlijmen,,,,,,,,,,,,,
2017,Vlijmen,,,,,,,,,,,,,
2008,Vlissingen,44798,22308,22490,,,,,,,,,,
2009,Vlissingen,44712,22316,22396,,,,,,,,,,
2010,Vlissingen,44645,22318,22327,,,,,,,,,,
2011,Vlissingen,44536,22192,22344,,,,,,,,,,
2012,Vlissingen,44502,22154,22348,,,,,,,,,,
2013,Vlissingen,44451,22131,22320,,,,,,,,,,
2014,Vlissingen,44444,22138,22306,,,,,,,,,,
2015,Vlissingen,44485,22174,22311,,,,,,,,,,
2016,Vlissingen,44451,22097,22354,,,,,,,,,,
2017,Vlissingen,44394,22060,22334,,,,,,,,,,
2008,Vlist,9853,4953,4900,,,,,,,,,,
2009,Vlist,9808,4931,4877,,,,,,,,,,
2010,Vlist,9753,4880,4873,,,,,,,,,,
2011,Vlist,9806,4887,4919,,,,,,,,,,
2012,Vlist,9773,4863,4910,,,,,,,,,,
2013,Vlist,9730,4864,4866,,,,,,,,,,
2014,Vlist,9694,4840,4854,,,,,,,,,,
2015,Vlist,,,,,,,,,,,,,
2016,Vlist,,,,,,,,,,,,,
2017,Vlist,,,,,,,,,,,,,
2008,Voerendaal,12757,6366,6391,,,,,,,,,,
2009,Voerendaal,12749,6365,6384,,,,,,,,,,
2010,Voerendaal,12703,6342,6361,,,,,,,,,,
2011,Voerendaal,12664,6299,6365,,,,,,,,,,
2012,Voerendaal,12664,6314,6350,,,,,,,,,,
2013,Voerendaal,12617,6291,6326,,,,,,,,,,
2014,Voerendaal,12454,6196,6258,,,,,,,,,,
2015,Voerendaal,12397,6143,6254,,,,,,,,,,
2016,Voerendaal,12482,6170,6312,,,,,,,,,,
2017,Voerendaal,12462,6143,6319,,,,,,,,,,
2008,Voorburg,,,,,,,,,,,,,
2009,Voorburg,,,,,,,,,,,,,
2010,Voorburg,,,,,,,,,,,,,
2011,Voorburg,,,,,,,,,,,,,
2012,Voorburg,,,,,,,,,,,,,
2013,Voorburg,,,,,,,,,,,,,
2014,Voorburg,,,,,,,,,,,,,
2015,Voorburg,,,,,,,,,,,,,
2016,Voorburg,,,,,,,,,,,,,
2017,Voorburg,,,,,,,,,,,,,
2008,Voorhout,,,,,,,,,,,,,
2009,Voorhout,,,,,,,,,,,,,
2010,Voorhout,,,,,,,,,,,,,
2011,Voorhout,,,,,,,,,,,,,
2012,Voorhout,,,,,,,,,,,,,
2013,Voorhout,,,,,,,,,,,,,
2014,Voorhout,,,,,,,,,,,,,
2015,Voorhout,,,,,,,,,,,,,
2016,Voorhout,,,,,,,,,,,,,
2017,Voorhout,,,,,,,,,,,,,
